product_sku,product_name,sales_date,sales_year,sales_month,total_quantity
DTS-127-03-RE-F,(Lite) ชุดนอน Toy Story ลิขสิทธิ์แท้จาก Disney ผ้าชิโนริ,2025-10-01,2025,10,0
DTS-127-07-SS-BU-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-07-SS-BU-F/CL,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-07-SS-GE-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-07-SS-GR-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-08-SL-BU-F,"ชุดนอน PAJARA PAJAMAS (Lite) รหัส DTS-127-08 ลาย Toy Story ""Pizza Planet"" (เสื้อแขนสั้น ขายาว สีฟ้า ฟรีไซส์)",2025-10-01,2025,10,0
DTS-127-08-SL-GE-F,"ชุดนอน PAJARA PAJAMAS (Lite) รหัส DTS-127-08 ลาย Toy Story ""Pizza Planet"" (เสื้อแขนสั้น ขายาว สีเขียว ฟรีไซส์)",2025-10-01,2025,10,0
DTS-127-08-SL-GE-F/CL,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-08-SL-GR-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-08-SL-GR-F/CL,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-09-LL-BU-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-09-LL-GE-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-09-LL-GR-F,"ชุดนอน PAJARA PAJAMAS (Lite) รหัส DTS-127-09 ลาย Toy Story ""Pizza Planet"" (เสื้อแขนยาว ขายาว สีเทา ฟรีไซส์)",2025-10-01,2025,10,0
DTS-127-09-LL-NV-F,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
DTS-127-09-LL-NV-F/CL,"(Lite) ชุดนอน Toy Story ""Pizza Planet"" เนื้อผ้าไหมอิตาลี ขนาดฟรีไซซ์",2025-10-01,2025,10,0
FRO1-LL-BU-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-LL-DK/PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-LL-GE-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-LL-PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-LL-RE/PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SL-BU-F,ชุดนอน PAJARA PAJAMAS (Lite) รหัส FRO1 ลาย Frozen เอลซ่า (เสื้อแขนสั้น ขายาว สีฟ้า ฟรีไซส์),2025-10-01,2025,10,0
FRO1-SL-DK/PI-F,"(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton (สีชมพูเข้ม,เสื้อแขนสั้น-ขายาว)",2025-10-01,2025,10,0
FRO1-SL-GE-F,"(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton (สีเขียว,เสื้อแขนสั้น-ขายาว)",2025-10-01,2025,10,0
FRO1-SL-PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SL-RE/PI-F,"(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton (สีบานเย็น,เสื้อแขนสั้น-ขายาว)",2025-10-01,2025,10,0
FRO1-SS-BU-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SS-DK/PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SS-GE-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SS-PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
FRO1-SS-RE/PI-F,(Lite) ชุดนอน Disney Frozen เอลซ่า เนื้อผ้า Cotton,2025-10-01,2025,10,0
KCB-0006,ตุ๊กตา KeyChain Bo-chan,2025-10-01,2025,10,0
KCH-0002,ตุ๊กตา KeyChain Himawari,2025-10-01,2025,10,0
KCK-0004,ตุ๊กตา KeyChain Kazama,2025-10-01,2025,10,0
KCM-0005,ตุ๊กตา KeyChain Masao,2025-10-01,2025,10,0
KCN-0007,ตุ๊กตา KeyChain NeNe,2025-10-01,2025,10,0
KCS-0001,ตุ๊กตา KeyChain Shinchan,2025-10-01,2025,10,0
KCS-0003,ตุ๊กตา KeyChain Shiro,2025-10-01,2025,10,0
KCS-0008,ตุ๊กตา KeyChain Shinchan_Shiro hoodie,2025-10-01,2025,10,0
KF-0011-2-LL-PI-2XL,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนยา,2025-10-01,2025,10,0
KF-0011-2-LL-PI-F,ชุดนอน ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night ( Little Apeach )(แขนยาว-ขา,2025-10-01,2025,10,0
KF-0011-2-LL-PI-L,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนยา,2025-10-01,2025,10,0
KF-0011-2-LL-PI-M,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนยา,2025-10-01,2025,10,0
KF-0011-2-LL-PI-S,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนยา,2025-10-01,2025,10,0
KF-0011-2-LL-PI-XL,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนยา,2025-10-01,2025,10,0
KF-0011-2-SL-PI-2XL,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนสั,2025-10-01,2025,10,0
KF-0011-2-SL-PI-F,ชุดนอน ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night ( Little Apeach )(แขนสั้น-ข,2025-10-01,2025,10,3
KF-0011-2-SL-PI-F/CL,ชุดนอน ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night ( Little Apeach )(แขนสั้น-ข,2025-10-01,2025,10,0
KF-0011-2-SL-PI-F/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(KakaoCol1 ชมพู ส-ย,INT: ฟ",2025-10-01,2025,10,0
KF-0011-2-SL-PI-L,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนสั,2025-10-01,2025,10,0
KF-0011-2-SL-PI-M,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนสั,2025-10-01,2025,10,0
KF-0011-2-SL-PI-S,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนสั,2025-10-01,2025,10,0
KF-0011-2-SL-PI-XL,ชุดนอนเด็ก (ช/ญ) ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night (อายุ1-7ปี)(แขนสั,2025-10-01,2025,10,0
KF-0011-2-SL-YE-F/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(KakaoCol1 สีเหลือง ส-ย,IN",2025-10-01,2025,10,0
KF-0011-2-SL-YE-XL/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(KakaoCol1 สีเหลือง ส-ย,IN",2025-10-01,2025,10,0
KF-0011-2-SS-PI-F,ชุดนอน ลิขสิทธิ์แท้ แบรนด์ PAJARA ลาย 𝗟𝗜𝗧𝗧𝗟𝗘 𝗞𝗔𝗞𝗔𝗢 𝗙𝗥𝗜𝗘𝗡𝗗𝗦 Collection : Good Night ( Little Apeach )(แขนสั้น-ข,2025-10-01,2025,10,0
KF-0011-2-SS-PI-F/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(KakaoCol1 ชมพู ส-ส,INT: ฟ",2025-10-01,2025,10,0
KF-0011-2-SS-YE-F/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(KakaoCol1 เหลือง ส-ส,INT:",2025-10-01,2025,10,0
KF-0011-3-LL-BU-2XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีฟ้า ไซส์ 2XL),2025-10-01,2025,10,3
KF-0011-3-LL-BU-L,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีฟ้า ไซส์ L),2025-10-01,2025,10,1
KF-0011-3-LL-BU-M,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีฟ้า ไซส์ M),2025-10-01,2025,10,3
KF-0011-3-LL-BU-S,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีฟ้า ไซส์ S),2025-10-01,2025,10,5
KF-0011-3-LL-BU-XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีฟ้า ไซส์ XL),2025-10-01,2025,10,2
KF-0011-3-LL-OR-2XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีส้ม ไซส์ 2XL),2025-10-01,2025,10,1
KF-0011-3-LL-OR-L,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีส้ม ไซส์ L),2025-10-01,2025,10,3
KF-0011-3-LL-OR-M,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีส้ม ไซส์ M),2025-10-01,2025,10,3
KF-0011-3-LL-OR-S,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีส้ม ไซส์ S),2025-10-01,2025,10,6
KF-0011-3-LL-OR-XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนยาว ขายาว สีส้ม ไซส์ XL),2025-10-01,2025,10,6
KF-0011-3-SL-BU-2XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ไซส์ 2XL),2025-10-01,2025,10,2
KF-0011-3-SL-BU-F,ชุดนอน PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ฟรีไซส์),2025-10-01,2025,10,3
KF-0011-3-SL-BU-F/QC,"รวมชุดนอนหลุด QC เนื้อผ้าไหมอิตาลี, เนื้อผ้า Silk Spain, เนื้อผ้าพรีเมี่ยม Silk (หลุด QC) แบรนด์ปาจารา(RyanMuziCol2 ฟ้า ส-ย,INT:",2025-10-01,2025,10,0
KF-0011-3-SL-BU-L,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ไซส์ L),2025-10-01,2025,10,3
KF-0011-3-SL-BU-M,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ไซส์ M),2025-10-01,2025,10,1
KF-0011-3-SL-BU-S,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ไซส์ S),2025-10-01,2025,10,1
KF-0011-3-SL-BU-XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีฟ้า ไซส์ XL),2025-10-01,2025,10,3
KF-0011-3-SL-OR-2XL,ชุดนอนเด็ก PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีส้ม ไซส์ 2XL),2025-10-01,2025,10,0
KF-0011-3-SL-OR-F,ชุดนอน PAJARA PAJAMAS (Premium) รหัส KF-0011-3 LKKF ลาย Little Ryan x Little Muzi Col 2 (เสื้อแขนสั้น ขายาว สีส้ม ฟรีไซส์),2025-10-01,2025,10,13
